,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,casual,registered,cnt,windspeed
14628,14629,2012-09-06,fall,1,9,17,0,Thursday,Yes,Clear,0.74,0.6970000000000001,0.7,67,741,808,0.2537
14629,14630,2012-09-06,fall,1,9,18,0,Thursday,Yes,Clear,0.72,0.6818,0.7,74,761,835,0.2537
14630,14631,2012-09-06,fall,1,9,19,0,Thursday,Yes,Clear,0.68,0.6364,0.74,54,504,558,0.2537
14631,14632,2012-09-06,fall,1,9,20,0,Thursday,Yes,Clear,0.66,0.6061,0.78,50,356,406,0.2239
14632,14633,2012-09-06,fall,1,9,21,0,Thursday,Yes,Clear,0.64,0.5758,0.89,32,240,272,0.1642
14633,14634,2012-09-06,fall,1,9,22,0,Thursday,Yes,Clear,0.64,0.5758,0.89,24,193,217,0.1642
14634,14635,2012-09-06,fall,1,9,23,0,Thursday,Yes,Clear,0.64,0.5758,0.89,19,150,169,0.1642
14635,14636,2012-09-07,fall,1,9,0,0,Friday,Yes,Clear,0.64,0.5758,0.89,17,79,96,0.1343
14636,14637,2012-09-07,fall,1,9,1,0,Friday,Yes,Clear,0.62,0.5606,0.88,10,19,29,0.1045
14637,14638,2012-09-07,fall,1,9,2,0,Friday,Yes,Clear,0.62,0.5758,0.83,1,10,11,0.0896
14638,14639,2012-09-07,fall,1,9,3,0,Friday,Yes,Clear,0.62,0.5758,0.83,0,9,9,0.0896
14639,14640,2012-09-07,fall,1,9,4,0,Friday,Yes,Clear,0.62,0.5606,0.88,1,7,8,0.0
14640,14641,2012-09-07,fall,1,9,5,0,Friday,Yes,Clear,0.62,0.5606,0.88,1,39,40,0.0
14641,14642,2012-09-07,fall,1,9,6,0,Friday,Yes,Clear,0.62,0.5606,0.88,5,135,140,0.1045
14642,14643,2012-09-07,fall,1,9,7,0,Friday,Yes,Clear,0.64,0.5758,0.89,21,465,486,0.1045
14643,14644,2012-09-07,fall,1,9,8,0,Friday,Yes,Clear,0.66,0.6061,0.83,29,690,719,0.1045
14644,14645,2012-09-07,fall,1,9,9,0,Friday,Yes,Clear,0.7,0.6667,0.79,33,311,344,0.1343
14645,14646,2012-09-07,fall,1,9,10,0,Friday,Yes,Clear,0.72,0.6970000000000001,0.74,53,171,224,0.1343
14646,14647,2012-09-07,fall,1,9,11,0,Friday,Yes,Clear,0.76,0.7121,0.62,81,215,296,0.1343
14647,14648,2012-09-07,fall,1,9,12,0,Friday,Yes,Clear,0.78,0.7424,0.59,76,247,323,
14648,14649,2012-09-07,fall,1,9,13,0,Friday,Yes,Clear,0.8,0.7727,0.59,71,283,354,0.2537
14649,14650,2012-09-07,fall,1,9,14,0,Friday,Yes,Clear,0.8,0.7727,0.59,66,187,253,0.2537
14650,14651,2012-09-07,fall,1,9,15,0,Friday,Yes,Clear,0.8,0.7576,0.55,66,265,331,0.2537
14651,14652,2012-09-07,fall,1,9,16,0,Friday,Yes,Clear,0.8,0.7576,0.55,75,395,470,0.2836
14652,14653,2012-09-07,fall,1,9,17,0,Friday,Yes,Clear,0.78,0.7424,0.59,88,684,772,0.3284
14653,14654,2012-09-07,fall,1,9,18,0,Friday,Yes,Clear,0.76,0.7121,0.62,95,697,792,0.2985
14654,14655,2012-09-07,fall,1,9,19,0,Friday,Yes,Clear,0.74,0.6818,0.62,70,498,568,
14655,14656,2012-09-07,fall,1,9,20,0,Friday,Yes,Clear,0.72,0.6818,0.66,51,340,391,0.2239
14656,14657,2012-09-07,fall,1,9,21,0,Friday,Yes,Clear,0.7,0.6667,0.74,55,246,301,0.1642
14657,14658,2012-09-07,fall,1,9,22,0,Friday,Yes,Clear,0.7,0.6667,0.74,52,247,299,0.2239
14658,14659,2012-09-07,fall,1,9,23,0,Friday,Yes,Clear,0.66,0.5909,0.89,28,220,248,0.2537
14659,14660,2012-09-08,fall,1,9,0,0,Saturday,No,Clear,0.66,0.5909,0.89,20,130,150,0.2537
14660,14661,2012-09-08,fall,1,9,1,0,Saturday,No,Cloudy,0.66,0.5909,0.89,10,107,117,0.2836
14661,14662,2012-09-08,fall,1,9,2,0,Saturday,No,Clear,0.66,0.5909,0.89,9,68,77,0.3284
14662,14663,2012-09-08,fall,1,9,3,0,Saturday,No,Cloudy,0.66,0.5909,0.89,3,40,43,0.2239
14663,14664,2012-09-08,fall,1,9,4,0,Saturday,No,Cloudy,0.66,0.5909,0.94,3,8,11,0.2239
14664,14665,2012-09-08,fall,1,9,5,0,Saturday,No,Cloudy,0.66,0.5909,0.94,2,13,15,0.2537
14665,14666,2012-09-08,fall,1,9,6,0,Saturday,No,Cloudy,0.66,0.5909,0.89,8,26,34,0.2836
14666,14667,2012-09-08,fall,1,9,7,0,Saturday,No,Clear,0.66,0.5909,0.89,11,71,82,0.2836
14667,14668,2012-09-08,fall,1,9,8,0,Saturday,No,Clear,0.7,0.6667,0.79,33,197,230,0.3284
14668,14669,2012-09-08,fall,1,9,9,0,Saturday,No,Clear,0.7,0.6667,0.74,87,261,348,0.3881
14669,14670,2012-09-08,fall,1,9,10,0,Saturday,No,Clear,0.74,0.6970000000000001,0.7,100,322,422,0.3881
14670,14671,2012-09-08,fall,1,9,11,0,Saturday,No,Clear,0.76,0.7121,0.62,173,405,578,0.4478
14671,14672,2012-09-08,fall,1,9,12,0,Saturday,No,Clear,0.8,0.7576,0.55,220,474,694,0.4925
14672,14673,2012-09-08,fall,1,9,13,0,Saturday,No,Clear,0.82,0.7727,0.52,233,435,668,0.5224
14673,14674,2012-09-08,fall,1,9,14,0,Saturday,No,Clear,0.82,0.7727,0.52,260,366,626,0.4478
14674,14675,2012-09-08,fall,1,9,15,0,Saturday,No,Rainy,0.56,0.5303,0.88,175,337,512,0.2537
14675,14676,2012-09-08,fall,1,9,16,0,Saturday,No,Rainy,0.56,0.5303,0.88,19,95,114,0.19399999999999998
14676,14677,2012-09-08,fall,1,9,17,0,Saturday,No,Rainy,0.58,0.5455,0.83,52,119,171,0.19399999999999998
14677,14678,2012-09-08,fall,1,9,18,0,Saturday,No,Rainy,0.58,0.5455,0.83,27,140,167,0.1343
14678,14679,2012-09-08,fall,1,9,19,0,Saturday,No,Rainy,0.58,0.5455,0.88,28,187,215,0.1045
14679,14680,2012-09-08,fall,1,9,20,0,Saturday,No,Cloudy,0.58,0.5455,0.88,28,166,194,0.0896
14680,14681,2012-09-08,fall,1,9,21,0,Saturday,No,Cloudy,0.6,0.5606,0.83,26,155,181,0.1642
14681,14682,2012-09-08,fall,1,9,22,0,Saturday,No,Cloudy,0.58,0.5455,0.78,18,176,194,0.2985
14682,14683,2012-09-08,fall,1,9,23,0,Saturday,No,Cloudy,0.58,0.5455,0.73,12,121,133,0.1642
14683,14684,2012-09-09,fall,1,9,0,0,Sunday,No,Cloudy,0.56,0.5303,0.73,18,106,124,0.19399999999999998
14684,14685,2012-09-09,fall,1,9,1,0,Sunday,No,Clear,0.56,0.5303,0.73,20,104,124,0.2239
14685,14686,2012-09-09,fall,1,9,2,0,Sunday,No,Clear,0.54,0.5152,0.77,15,81,96,0.2836
14686,14687,2012-09-09,fall,1,9,3,0,Sunday,No,Clear,0.54,0.5152,0.73,14,32,46,0.2239
14687,14688,2012-09-09,fall,1,9,4,0,Sunday,No,Clear,0.52,0.5,0.77,12,16,28,0.2537
14688,14689,2012-09-09,fall,1,9,5,0,Sunday,No,Clear,0.52,0.5,0.77,16,39,55,0.19399999999999998
14689,14690,2012-09-09,fall,1,9,6,0,Sunday,No,Clear,0.52,0.5,0.77,11,24,35,0.19399999999999998
14690,14691,2012-09-09,fall,1,9,7,0,Sunday,No,Clear,0.54,0.5152,0.73,20,50,70,0.1642
14691,14692,2012-09-09,fall,1,9,8,0,Sunday,No,Clear,0.58,0.5455,0.68,27,143,170,0.2239
14692,14693,2012-09-09,fall,1,9,9,0,Sunday,No,Clear,0.62,0.6061,0.61,85,214,299,0.2537
14693,14694,2012-09-09,fall,1,9,10,0,Sunday,No,Clear,0.64,0.6212,0.57,172,323,495,0.2985
14694,14695,2012-09-09,fall,1,9,11,0,Sunday,No,Clear,0.66,0.6212,0.47,194,391,585,0.2537
14695,14696,2012-09-09,fall,1,9,12,0,Sunday,No,Clear,0.66,0.6212,0.47,247,510,757,0.0
14696,14697,2012-09-09,fall,1,9,13,0,Sunday,No,Clear,0.68,0.6364,0.39,238,491,729,0.0
14697,14698,2012-09-09,fall,1,9,14,0,Sunday,No,Clear,0.72,0.6515,0.3,232,415,647,0.2836
14698,14699,2012-09-09,fall,1,9,15,0,Sunday,No,Clear,0.72,0.6515,0.32,284,412,696,0.2537
14699,14700,2012-09-09,fall,1,9,16,0,Sunday,No,Clear,0.68,0.6364,0.36,228,473,701,0.2836
14700,14701,2012-09-09,fall,1,9,17,0,Sunday,No,Clear,0.7,0.6364,0.37,213,458,671,0.2537
14701,14702,2012-09-09,fall,1,9,18,0,Sunday,No,Clear,0.66,0.6212,0.36,156,404,560,0.2537
14702,14703,2012-09-09,fall,1,9,19,0,Sunday,No,Clear,0.66,0.6212,0.36,134,362,496,0.2537
14703,14704,2012-09-09,fall,1,9,20,0,Sunday,No,Clear,0.62,0.6212,0.41,91,265,356,0.2836
14704,14705,2012-09-09,fall,1,9,21,0,Sunday,No,Clear,0.6,0.6212,0.46,57,149,206,0.2239
14705,14706,2012-09-09,fall,1,9,22,0,Sunday,No,Clear,0.58,0.5455,0.49,64,125,189,0.2537
14706,14707,2012-09-09,fall,1,9,23,0,Sunday,No,Clear,0.56,0.5303,0.52,22,70,92,0.2836
14707,14708,2012-09-10,fall,1,9,0,0,Monday,Yes,Clear,0.56,0.5303,0.52,6,35,41,0.2836
14708,14709,2012-09-10,fall,1,9,1,0,Monday,Yes,Clear,0.54,0.5152,0.6,7,11,18,0.19399999999999998
14709,14710,2012-09-10,fall,1,9,2,0,Monday,Yes,Clear,0.54,0.5152,0.6,11,6,17,0.3582
14710,14711,2012-09-10,fall,1,9,3,0,Monday,Yes,Clear,0.52,0.5,0.68,5,7,12,0.2836
14711,14712,2012-09-10,fall,1,9,4,0,Monday,Yes,Clear,0.52,0.5,0.68,1,4,5,0.2836
14712,14713,2012-09-10,fall,1,9,5,0,Monday,Yes,Clear,0.5,0.4848,0.72,4,36,40,0.2537
14713,14714,2012-09-10,fall,1,9,6,0,Monday,Yes,Clear,0.5,0.4848,0.72,8,172,180,0.1343
14714,14715,2012-09-10,fall,1,9,7,0,Monday,Yes,Clear,0.52,0.5,0.68,20,427,447,0.2239
14715,14716,2012-09-10,fall,1,9,8,0,Monday,Yes,Clear,0.56,0.5303,0.6,33,697,730,0.2836
14716,14717,2012-09-10,fall,1,9,9,0,Monday,Yes,Clear,0.6,0.6212,0.53,40,321,361,0.2985
14717,14718,2012-09-10,fall,1,9,10,0,Monday,Yes,Clear,0.62,0.6212,0.5,42,168,210,0.2836
14718,14719,2012-09-10,fall,1,9,11,0,Monday,Yes,Clear,0.62,0.6212,0.43,69,167,236,0.2985
14719,14720,2012-09-10,fall,1,9,12,0,Monday,Yes,Clear,0.64,0.6212,0.44,76,256,332,0.3881
14720,14721,2012-09-10,fall,1,9,13,0,Monday,Yes,Clear,0.64,0.6212,0.38,72,251,323,0.2239
14721,14722,2012-09-10,fall,1,9,14,0,Monday,Yes,Clear,0.66,0.6212,0.36,107,233,340,0.2836
14722,14723,2012-09-10,fall,1,9,15,0,Monday,Yes,Clear,0.66,0.6212,0.31,115,231,346,0.3881
14723,14724,2012-09-10,fall,1,9,16,0,Monday,Yes,Clear,0.66,0.6212,0.34,108,380,488,0.3284
14724,14725,2012-09-10,fall,1,9,17,0,Monday,Yes,Clear,0.66,0.6212,0.34,127,744,871,0.3284
14725,14726,2012-09-10,fall,1,9,18,0,Monday,Yes,Clear,0.62,0.6212,0.35,111,857,968,0.2985
14726,14727,2012-09-10,fall,1,9,19,0,Monday,Yes,Clear,0.62,0.6212,0.38,71,562,633,0.2985
14727,14728,2012-09-10,fall,1,9,20,0,Monday,Yes,Clear,0.6,0.6212,0.4,34,356,390,0.19399999999999998
14728,14729,2012-09-10,fall,1,9,21,0,Monday,Yes,Clear,0.56,0.5303,0.49,29,256,285,0.1642
14729,14730,2012-09-10,fall,1,9,22,0,Monday,Yes,Clear,0.54,0.5152,0.52,15,144,159,0.1343
14730,14731,2012-09-10,fall,1,9,23,0,Monday,Yes,Clear,0.54,0.5152,0.52,7,86,93,0.0
14731,14732,2012-09-11,fall,1,9,0,0,Tuesday,Yes,Clear,0.52,0.5,0.59,5,27,32,0.1045
14732,14733,2012-09-11,fall,1,9,1,0,Tuesday,Yes,Clear,0.5,0.4848,0.63,0,10,10,0.0
14733,14734,2012-09-11,fall,1,9,2,0,Tuesday,Yes,Clear,0.48,0.4697,0.77,1,5,6,0.1642
14734,14735,2012-09-11,fall,1,9,3,0,Tuesday,Yes,Clear,0.48,0.4697,0.67,1,7,8,0.1343
14735,14736,2012-09-11,fall,1,9,4,0,Tuesday,Yes,Clear,0.48,0.4697,0.72,1,8,9,0.1045
14736,14737,2012-09-11,fall,1,9,5,0,Tuesday,Yes,Clear,0.46,0.4545,0.72,3,41,44,0.0896
14737,14738,2012-09-11,fall,1,9,6,0,Tuesday,Yes,Clear,0.46,0.4545,0.77,11,200,211,0.1045
14738,14739,2012-09-11,fall,1,9,7,0,Tuesday,Yes,Clear,0.5,0.4848,0.72,24,572,596,0.1045
14739,14740,2012-09-11,fall,1,9,8,0,Tuesday,Yes,Clear,0.54,0.5152,0.68,48,702,750,0.0896
14740,14741,2012-09-11,fall,1,9,9,0,Tuesday,Yes,Clear,0.6,0.6212,0.49,35,323,358,0.0
14741,14742,2012-09-11,fall,1,9,10,0,Tuesday,Yes,Clear,0.62,0.6212,0.38,54,142,196,0.0
14742,14743,2012-09-11,fall,1,9,11,0,Tuesday,Yes,Clear,0.64,0.6212,0.33,60,187,247,0.0896
14743,14744,2012-09-11,fall,1,9,12,0,Tuesday,Yes,Clear,0.64,0.6212,0.33,62,254,316,0.0
14744,14745,2012-09-11,fall,1,9,13,0,Tuesday,Yes,Clear,0.66,0.6212,0.29,72,256,328,0.0896
14745,14746,2012-09-11,fall,1,9,14,0,Tuesday,Yes,Clear,0.68,0.6212,0.3,74,181,255,0.0896
14746,14747,2012-09-11,fall,1,9,15,0,Tuesday,Yes,Clear,0.7,0.6364,0.28,73,253,326,0.1045
14747,14748,2012-09-11,fall,1,9,16,0,Tuesday,Yes,Clear,0.7,0.6364,0.28,99,437,536,0.1343
14748,14749,2012-09-11,fall,1,9,17,0,Tuesday,Yes,Clear,0.7,0.6364,0.28,168,802,970,0.0
14749,14750,2012-09-11,fall,1,9,18,0,Tuesday,Yes,Clear,0.64,0.6212,0.36,110,767,877,0.1642
14750,14751,2012-09-11,fall,1,9,19,0,Tuesday,Yes,Clear,0.62,0.6212,0.41,56,540,596,0.19399999999999998
14751,14752,2012-09-11,fall,1,9,20,0,Tuesday,Yes,Clear,0.58,0.5455,0.56,40,421,461,0.1343
14752,14753,2012-09-11,fall,1,9,21,0,Tuesday,Yes,Clear,0.56,0.5303,0.6,28,282,310,0.1045
14753,14754,2012-09-11,fall,1,9,22,0,Tuesday,Yes,Clear,0.56,0.5303,0.64,27,189,216,0.1045
14754,14755,2012-09-11,fall,1,9,23,0,Tuesday,Yes,Clear,0.54,0.5152,0.68,18,91,109,0.1045
14755,14756,2012-09-12,fall,1,9,0,0,Wednesday,Yes,Clear,0.52,0.5,0.72,8,41,49,0.1045
14756,14757,2012-09-12,fall,1,9,1,0,Wednesday,Yes,Clear,0.52,0.5,0.72,2,19,21,0.1045
14757,14758,2012-09-12,fall,1,9,2,0,Wednesday,Yes,Clear,0.52,0.5,0.72,2,9,11,0.0896
14758,14759,2012-09-12,fall,1,9,3,0,Wednesday,Yes,Clear,0.5,0.4848,0.77,0,7,7,0.0896
14759,14760,2012-09-12,fall,1,9,4,0,Wednesday,Yes,Clear,0.5,0.4848,0.72,0,5,5,0.0896
14760,14761,2012-09-12,fall,1,9,5,0,Wednesday,Yes,Clear,0.5,0.4848,0.72,4,44,48,0.0896
14761,14762,2012-09-12,fall,1,9,6,0,Wednesday,Yes,Clear,0.5,0.4848,0.72,6,199,205,0.0896
14762,14763,2012-09-12,fall,1,9,7,0,Wednesday,Yes,Clear,0.52,0.5,0.72,24,533,557,0.0
14763,14764,2012-09-12,fall,1,9,8,0,Wednesday,Yes,Clear,0.56,0.5303,0.64,43,727,770,0.1045
14764,14765,2012-09-12,fall,1,9,9,0,Wednesday,Yes,Clear,0.6,0.6061,0.64,50,278,328,0.1343
14765,14766,2012-09-12,fall,1,9,10,0,Wednesday,Yes,Clear,0.62,0.6061,0.61,57,148,205,
14766,14767,2012-09-12,fall,1,9,11,0,Wednesday,Yes,Clear,0.66,0.6212,0.5,51,181,232,0.19399999999999998
14767,14768,2012-09-12,fall,1,9,12,0,Wednesday,Yes,Clear,0.68,0.6364,0.36,88,264,352,0.1343
14768,14769,2012-09-12,fall,1,9,13,0,Wednesday,Yes,Clear,0.7,0.6364,0.34,85,238,323,0.1343
14769,14770,2012-09-12,fall,1,9,14,0,Wednesday,Yes,Clear,0.7,0.6364,0.37,78,200,278,0.1642
14770,14771,2012-09-12,fall,1,9,15,0,Wednesday,Yes,Clear,0.72,0.6515,0.37,75,243,318,0.1343
14771,14772,2012-09-12,fall,1,9,16,0,Wednesday,Yes,Clear,0.72,0.6515,0.37,90,419,509,0.1642
14772,14773,2012-09-12,fall,1,9,17,0,Wednesday,Yes,Clear,0.7,0.6364,0.41,114,811,925,0.2985
14773,14774,2012-09-12,fall,1,9,18,0,Wednesday,Yes,Clear,0.66,0.6212,0.44,91,886,977,0.2537
14774,14775,2012-09-12,fall,1,9,19,0,Wednesday,Yes,Clear,0.64,0.6212,0.5,78,557,635,0.19399999999999998
14775,14776,2012-09-12,fall,1,9,20,0,Wednesday,Yes,Clear,0.62,0.6212,0.57,38,432,470,0.1343
14776,14777,2012-09-12,fall,1,9,21,0,Wednesday,Yes,Clear,0.6,0.6061,0.6,27,279,306,0.1343
14777,14778,2012-09-12,fall,1,9,22,0,Wednesday,Yes,Clear,0.56,0.5303,0.64,23,189,212,0.0896
14778,14779,2012-09-12,fall,1,9,23,0,Wednesday,Yes,Clear,0.56,0.5303,0.68,16,111,127,0.1045
14779,14780,2012-09-13,fall,1,9,0,0,Thursday,Yes,Clear,0.56,0.5303,0.73,11,46,57,0.0896
14780,14781,2012-09-13,fall,1,9,1,0,Thursday,Yes,Clear,0.54,0.5152,0.77,6,22,28,0.0896
14781,14782,2012-09-13,fall,1,9,2,0,Thursday,Yes,Clear,0.54,0.5152,0.77,0,9,9,0.0
14782,14783,2012-09-13,fall,1,9,3,0,Thursday,Yes,Clear,0.52,0.5,0.83,2,9,11,0.0
14783,14784,2012-09-13,fall,1,9,4,0,Thursday,Yes,Clear,0.52,0.5,0.83,0,6,6,0.0
14784,14785,2012-09-13,fall,1,9,5,0,Thursday,Yes,Clear,0.52,0.5,0.83,3,54,57,0.0
14785,14786,2012-09-13,fall,1,9,6,0,Thursday,Yes,Clear,0.5,0.4848,0.82,9,186,195,0.0
14786,14787,2012-09-13,fall,1,9,7,0,Thursday,Yes,Clear,0.54,0.5152,0.77,22,549,571,0.0
14787,14788,2012-09-13,fall,1,9,8,0,Thursday,Yes,Clear,0.56,0.5303,0.73,33,725,758,0.0
14788,14789,2012-09-13,fall,1,9,9,0,Thursday,Yes,Clear,0.6,0.6061,0.64,46,292,338,0.0896
14789,14790,2012-09-13,fall,1,9,10,0,Thursday,Yes,Clear,0.64,0.6212,0.61,63,149,212,0.0896
14790,14791,2012-09-13,fall,1,9,11,0,Thursday,Yes,Clear,0.66,0.6212,0.5,71,183,254,0.1642
14791,14792,2012-09-13,fall,1,9,12,0,Thursday,Yes,Clear,0.68,0.6364,0.44,57,240,297,0.1045
14792,14793,2012-09-13,fall,1,9,13,0,Thursday,Yes,Clear,0.7,0.6364,0.42,60,223,283,0.0
14793,14794,2012-09-13,fall,1,9,14,0,Thursday,Yes,Clear,0.72,0.6515,0.39,60,214,274,0.1343
14794,14795,2012-09-13,fall,1,9,15,0,Thursday,Yes,Clear,0.72,0.6515,0.42,99,253,352,
14795,14796,2012-09-13,fall,1,9,16,0,Thursday,Yes,Clear,0.72,0.6515,0.39,85,406,491,0.0896
14796,14797,2012-09-13,fall,1,9,17,0,Thursday,Yes,Clear,0.72,0.6515,0.42,97,787,884,0.19399999999999998
14797,14798,2012-09-13,fall,1,9,18,0,Thursday,Yes,Clear,0.68,0.6364,0.57,108,744,852,0.2537
14798,14799,2012-09-13,fall,1,9,19,0,Thursday,Yes,Clear,0.64,0.6061,0.65,80,594,674,0.1343
14799,14800,2012-09-13,fall,1,9,20,0,Thursday,Yes,Clear,0.62,0.6061,0.69,55,408,463,0.1045
14800,14801,2012-09-13,fall,1,9,21,0,Thursday,Yes,Clear,0.62,0.6061,0.65,26,291,317,0.1045
14801,14802,2012-09-13,fall,1,9,22,0,Thursday,Yes,Clear,0.6,0.5909,0.69,28,223,251,0.1343
14802,14803,2012-09-13,fall,1,9,23,0,Thursday,Yes,Clear,0.58,0.5455,0.73,33,137,170,
14803,14804,2012-09-14,fall,1,9,0,0,Friday,Yes,Clear,0.56,0.5303,0.73,24,63,87,0.0896
14804,14805,2012-09-14,fall,1,9,1,0,Friday,Yes,Clear,0.56,0.5303,0.73,6,35,41,0.0896
14805,14806,2012-09-14,fall,1,9,2,0,Friday,Yes,Clear,0.56,0.5303,0.73,7,23,30,0.0
14806,14807,2012-09-14,fall,1,9,3,0,Friday,Yes,Clear,0.54,0.5152,0.77,5,9,14,0.0
14807,14808,2012-09-14,fall,1,9,4,0,Friday,Yes,Clear,0.54,0.5152,0.77,1,11,12,0.0
14808,14809,2012-09-14,fall,1,9,5,0,Friday,Yes,Clear,0.54,0.5152,0.83,1,40,41,0.0
14809,14810,2012-09-14,fall,1,9,6,0,Friday,Yes,Clear,0.54,0.5152,0.88,8,144,152,0.0
14810,14811,2012-09-14,fall,1,9,7,0,Friday,Yes,Cloudy,0.56,0.5303,0.88,17,437,454,0.0
14811,14812,2012-09-14,fall,1,9,8,0,Friday,Yes,Cloudy,0.6,0.5758,0.78,51,715,766,0.1642
14812,14813,2012-09-14,fall,1,9,9,0,Friday,Yes,Cloudy,0.62,0.5909,0.78,46,301,347,0.1642
14813,14814,2012-09-14,fall,1,9,10,0,Friday,Yes,Cloudy,0.68,0.6364,0.65,75,171,246,0.0
14814,14815,2012-09-14,fall,1,9,11,0,Friday,Yes,Cloudy,0.68,0.6364,0.61,84,196,280,0.1045
14815,14816,2012-09-14,fall,1,9,12,0,Friday,Yes,Cloudy,0.7,0.6515,0.54,119,290,409,
14816,14817,2012-09-14,fall,1,9,13,0,Friday,Yes,Cloudy,0.7,0.6515,0.54,107,301,408,0.19399999999999998
14817,14818,2012-09-14,fall,1,9,14,0,Friday,Yes,Cloudy,0.72,0.6515,0.45,113,258,371,0.1642
14818,14819,2012-09-14,fall,1,9,15,0,Friday,Yes,Cloudy,0.72,0.6667,0.48,94,273,367,0.1343
14819,14820,2012-09-14,fall,1,9,16,0,Friday,Yes,Cloudy,0.72,0.6667,0.51,109,454,563,0.0
14820,14821,2012-09-14,fall,1,9,17,0,Friday,Yes,Clear,0.72,0.6667,0.51,137,757,894,0.19399999999999998
14821,14822,2012-09-14,fall,1,9,18,0,Friday,Yes,Clear,0.72,0.6515,0.45,116,692,808,0.2239
14822,14823,2012-09-14,fall,1,9,19,0,Friday,Yes,Clear,0.68,0.6364,0.57,83,496,579,0.1642
14823,14824,2012-09-14,fall,1,9,20,0,Friday,Yes,Clear,0.66,0.6212,0.61,67,337,404,0.1045
14824,14825,2012-09-14,fall,1,9,21,0,Friday,Yes,Clear,0.64,0.6061,0.73,42,270,312,0.2239
14825,14826,2012-09-14,fall,1,9,22,0,Friday,Yes,Clear,0.62,0.5758,0.83,40,189,229,0.19399999999999998
14826,14827,2012-09-14,fall,1,9,23,0,Friday,Yes,Clear,0.62,0.5909,0.78,27,168,195,0.0896
14827,14828,2012-09-15,fall,1,9,0,0,Saturday,No,Clear,0.6,0.5606,0.83,38,169,207,0.1045
14828,14829,2012-09-15,fall,1,9,1,0,Saturday,No,Clear,0.6,0.5909,0.73,8,101,109,0.0
14829,14830,2012-09-15,fall,1,9,2,0,Saturday,No,Clear,0.58,0.5455,0.78,18,75,93,0.1045
14830,14831,2012-09-15,fall,1,9,3,0,Saturday,No,Clear,0.6,0.5909,0.73,6,31,37,0.2537
14831,14832,2012-09-15,fall,1,9,4,0,Saturday,No,Cloudy,0.6,0.5909,0.69,3,3,6,
14832,14833,2012-09-15,fall,1,9,5,0,Saturday,No,Clear,0.58,0.5455,0.6,1,15,16,0.5224
14833,14834,2012-09-15,fall,1,9,6,0,Saturday,No,Clear,0.54,0.5152,0.49,6,27,33,0.4179
14834,14835,2012-09-15,fall,1,9,7,0,Saturday,No,Clear,0.54,0.5152,0.52,10,63,73,0.2836
14835,14836,2012-09-15,fall,1,9,8,0,Saturday,No,Clear,0.56,0.5303,0.49,43,169,212,0.4179
14836,14837,2012-09-15,fall,1,9,9,0,Saturday,No,Clear,0.6,0.6212,0.43,79,263,342,0.4179
14837,14838,2012-09-15,fall,1,9,10,0,Saturday,No,Clear,0.62,0.6212,0.41,119,323,442,0.3881
14838,14839,2012-09-15,fall,1,9,11,0,Saturday,No,Clear,0.64,0.6212,0.38,228,399,627,0.3881
14839,14840,2012-09-15,fall,1,9,12,0,Saturday,No,Clear,0.66,0.6212,0.36,287,419,706,0.3582
14840,14841,2012-09-15,fall,1,9,13,0,Saturday,No,Clear,0.68,0.6364,0.36,327,377,704,0.19399999999999998
14841,14842,2012-09-15,fall,1,9,14,0,Saturday,No,Clear,0.68,0.6364,0.34,325,390,715,0.3284
14842,14843,2012-09-15,fall,1,9,15,0,Saturday,No,Cloudy,0.68,0.6364,0.34,312,342,654,0.2836
14843,14844,2012-09-15,fall,1,9,16,0,Saturday,No,Cloudy,0.66,0.6212,0.36,350,433,783,0.2239
14844,14845,2012-09-15,fall,1,9,17,0,Saturday,No,Cloudy,0.66,0.6212,0.36,295,434,729,0.2537
14845,14846,2012-09-15,fall,1,9,18,0,Saturday,No,Cloudy,0.64,0.6212,0.36,232,382,614,0.2836
14846,14847,2012-09-15,fall,1,9,19,0,Saturday,No,Clear,0.62,0.6212,0.41,169,309,478,0.1642
14847,14848,2012-09-15,fall,1,9,20,0,Saturday,No,Clear,0.6,0.6212,0.43,89,241,330,0.0896
14848,14849,2012-09-15,fall,1,9,21,0,Saturday,No,Clear,0.56,0.5303,0.52,86,210,296,0.1045
14849,14850,2012-09-15,fall,1,9,22,0,Saturday,No,Clear,0.56,0.5303,0.52,82,197,279,0.0
14850,14851,2012-09-15,fall,1,9,23,0,Saturday,No,Clear,0.54,0.5152,0.6,47,182,229,0.0
14851,14852,2012-09-16,fall,1,9,0,0,Sunday,No,Clear,0.54,0.5152,0.64,28,123,151,
14852,14853,2012-09-16,fall,1,9,1,0,Sunday,No,Clear,0.54,0.5152,0.64,35,82,117,0.0
14853,14854,2012-09-16,fall,1,9,2,0,Sunday,No,Clear,0.52,0.5,0.63,27,62,89,0.0
14854,14855,2012-09-16,fall,1,9,3,0,Sunday,No,Clear,0.5,0.4848,0.68,10,38,48,0.0
14855,14856,2012-09-16,fall,1,9,4,0,Sunday,No,Clear,0.5,0.4848,0.72,2,6,8,0.0
14856,14857,2012-09-16,fall,1,9,5,0,Sunday,No,Clear,0.5,0.4848,0.72,3,10,13,0.0
14857,14858,2012-09-16,fall,1,9,6,0,Sunday,No,Clear,0.5,0.4848,0.72,9,26,35,
