,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
15121,15122,2012-09-27,winter,1,9,6,0,Thursday,Yes,Clear,0.56,0.5303,0.88,0.0896,,164.0,169.0
15122,15123,2012-09-27,winter,1,9,7,0,Thursday,Yes,Clear,0.6,0.5758,0.78,0.0,12.0,,558.0
15123,15124,2012-09-27,winter,1,9,8,0,Thursday,Yes,Clear,0.62,0.6061,0.71,0.0896,,774.0,794.0
15124,15125,2012-09-27,winter,1,9,9,0,Thursday,Yes,Clear,0.66,0.6212,0.65,0.0,30.0,305.0,335.0
15125,15126,2012-09-27,winter,1,9,10,0,Thursday,Yes,Cloudy,0.7,0.6515,0.51,0.2836,40.0,168.0,208.0
15126,15127,2012-09-27,winter,1,9,11,0,Thursday,Yes,Cloudy,0.72,0.6667,0.51,0.1642,67.0,227.0,294.0
15127,15128,2012-09-27,winter,1,9,12,0,Thursday,Yes,Cloudy,0.74,0.6667,0.48,0.1343,63.0,272.0,335.0
15128,15129,2012-09-27,winter,1,9,13,0,Thursday,Yes,Cloudy,0.74,0.6667,0.48,0.0,61.0,265.0,326.0
15129,15130,2012-09-27,winter,1,9,14,0,Thursday,Yes,Cloudy,0.76,0.6818,0.45,0.0896,44.0,214.0,258.0
15130,15131,2012-09-27,winter,1,9,15,0,Thursday,Yes,Cloudy,0.76,0.6818,0.45,0.0,41.0,255.0,296.0
15131,15132,2012-09-27,winter,1,9,16,0,Thursday,Yes,,0.72,0.6667,0.58,0.3284,73.0,399.0,472.0
15132,15133,2012-09-27,winter,1,9,17,0,Thursday,Yes,Cloudy,0.66,0.6212,0.69,,87.0,818.0,905.0
15133,15134,2012-09-27,winter,1,9,18,0,Thursday,Yes,Cloudy,0.66,,0.69,0.2239,77.0,822.0,899.0
15134,15135,2012-09-27,winter,1,9,19,0,Thursday,Yes,Clear,0.66,0.6212,0.65,0.1343,48.0,511.0,559.0
15135,15136,2012-09-27,winter,1,9,20,0,Thursday,Yes,Cloudy,0.64,0.6061,0.69,0.2239,45.0,412.0,457.0
15136,15137,2012-09-27,winter,1,9,21,0,Thursday,Yes,Rainy,0.62,0.5758,0.83,0.2985,18.0,235.0,253.0
15137,15138,2012-09-27,winter,1,9,22,0,Thursday,Yes,Rainy,0.62,0.5758,0.83,0.2985,,45.0,47.0
15138,15139,2012-09-27,winter,1,9,23,0,Thursday,Yes,Rainy,0.62,0.5758,0.83,,1.0,44.0,45.0
15139,15140,2012-09-28,winter,1,9,0,0,Friday,Yes,Rainy,0.6,0.5455,,,2.0,15.0,17.0
15140,15141,2012-09-28,winter,1,9,1,0,Friday,Yes,Rainy,0.6,0.5455,0.88,,0.0,,13.0
15141,15142,2012-09-28,winter,1,9,2,0,Friday,Yes,Rainy,0.6,0.5455,0.88,0.2985,1.0,9.0,10.0
15142,15143,2012-09-28,winter,1,9,3,0,Friday,Yes,Cloudy,0.6,0.5606,0.83,0.1343,0.0,7.0,7.0
15143,15144,2012-09-28,winter,1,9,4,0,Friday,Yes,Rainy,0.56,0.5303,0.88,0.1045,2.0,10.0,12.0
15144,15145,2012-09-28,winter,1,9,5,0,Friday,Yes,Clear,0.56,,0.88,0.0,1.0,37.0,38.0
15145,15146,2012-09-28,winter,1,9,6,0,Friday,Yes,Cloudy,0.56,0.5303,0.94,,2.0,136.0,138.0
15146,15147,2012-09-28,winter,1,9,7,0,Friday,Yes,Cloudy,0.56,0.5303,0.94,0.0,10.0,384.0,394.0
15147,15148,2012-09-28,winter,1,9,8,0,Friday,Yes,Clear,0.6,0.5606,0.83,0.0896,31.0,674.0,
15148,15149,2012-09-28,winter,1,9,9,0,Friday,Yes,Cloudy,0.62,0.5758,0.83,0.1045,27.0,399.0,426.0
15149,15150,2012-09-28,winter,1,9,10,0,Friday,Yes,Cloudy,0.64,0.5909,0.78,0.1343,51.0,194.0,
15150,15151,2012-09-28,winter,1,9,11,0,Friday,Yes,Cloudy,,0.6212,0.69,0.0,109.0,252.0,361.0
15151,15152,2012-09-28,winter,1,9,12,0,Friday,Yes,Cloudy,0.7,0.6515,,0.2537,94.0,286.0,380.0
15152,15153,2012-09-28,winter,1,9,13,0,Friday,Yes,Cloudy,0.7,0.6515,0.51,0.2537,106.0,304.0,410.0
15153,15154,2012-09-28,winter,1,9,14,0,Friday,Yes,Cloudy,0.7,0.6515,0.54,0.2537,105.0,294.0,399.0
15154,15155,2012-09-28,winter,1,9,15,0,Friday,Yes,Cloudy,0.68,,0.54,0.2836,104.0,288.0,392.0
15155,15156,2012-09-28,winter,1,9,16,0,Friday,Yes,Cloudy,,0.6212,0.5,,83.0,419.0,502.0
15156,15157,2012-09-28,winter,1,9,17,0,Friday,Yes,,0.66,0.6212,0.54,0.2985,101.0,707.0,808.0
15157,15158,2012-09-28,winter,1,9,18,0,Friday,Yes,Cloudy,0.64,0.6212,0.5,0.2239,58.0,609.0,667.0
15158,15159,2012-09-28,winter,1,9,19,0,Friday,Yes,Rainy,0.62,0.6212,0.5,0.2537,38.0,470.0,508.0
15159,15160,2012-09-28,winter,1,9,20,0,Friday,Yes,,,0.6212,0.53,0.1642,32.0,304.0,
15160,15161,2012-09-28,winter,1,9,21,0,Friday,Yes,Rainy,0.6,0.6212,0.53,0.19399999999999998,32.0,205.0,237.0
15161,15162,2012-09-28,winter,1,9,22,0,Friday,Yes,Cloudy,0.58,0.5455,0.53,0.2239,30.0,190.0,220.0
15162,15163,2012-09-28,winter,1,9,23,0,Friday,Yes,Cloudy,0.56,0.5303,0.56,0.19399999999999998,,164.0,190.0
15163,15164,2012-09-29,winter,1,9,0,0,Saturday,No,Clear,0.54,0.5152,0.6,0.2239,15.0,134.0,149.0
15164,15165,2012-09-29,winter,1,9,1,0,Saturday,No,Clear,0.54,0.5152,0.6,0.2239,12.0,89.0,101.0
15165,15166,2012-09-29,winter,1,9,2,0,Saturday,No,Cloudy,0.54,0.5152,0.56,,12.0,80.0,92.0
15166,15167,2012-09-29,winter,1,9,3,0,Saturday,No,Cloudy,0.52,0.5,0.59,0.19399999999999998,4.0,25.0,29.0
15167,15168,2012-09-29,winter,1,9,4,0,Saturday,No,Clear,0.52,0.5,0.59,0.2537,6.0,8.0,14.0
15168,15169,2012-09-29,winter,1,9,5,0,Saturday,No,Clear,0.5,0.4848,0.63,0.19399999999999998,2.0,13.0,15.0
15169,15170,2012-09-29,winter,1,9,6,0,Saturday,No,Clear,0.5,0.4848,0.63,,,33.0,37.0
15170,15171,2012-09-29,winter,1,9,7,0,Saturday,No,Clear,0.48,0.4697,,0.2836,12.0,61.0,73.0
15171,15172,2012-09-29,winter,1,9,8,0,Saturday,No,Clear,0.5,0.4848,0.68,0.2836,37.0,174.0,211.0
15172,15173,2012-09-29,winter,1,9,9,0,Saturday,No,Clear,0.5,0.4848,0.63,0.19399999999999998,69.0,263.0,332.0
15173,15174,2012-09-29,winter,1,9,10,0,Saturday,No,Clear,0.54,0.5152,0.56,0.2537,134.0,338.0,
15174,15175,2012-09-29,winter,1,9,11,0,Saturday,No,Clear,0.56,0.5303,0.52,0.2836,217.0,446.0,663.0
15175,15176,2012-09-29,winter,1,9,12,0,Saturday,No,Clear,,0.6212,0.41,0.2985,191.0,491.0,682.0
15176,15177,2012-09-29,winter,1,9,13,0,Saturday,No,Clear,0.62,0.6212,0.41,,233.0,,686.0
15177,15178,2012-09-29,winter,1,9,14,0,Saturday,No,Clear,0.6,0.6212,0.4,0.2537,302.0,448.0,750.0
15178,15179,2012-09-29,winter,1,9,15,0,Saturday,No,,0.6,0.6212,0.43,0.2537,271.0,456.0,727.0
15179,15180,2012-09-29,winter,1,9,16,0,Saturday,No,Clear,0.62,0.6212,,,275.0,447.0,722.0
15180,15181,2012-09-29,winter,1,9,17,0,Saturday,No,Clear,0.6,0.6212,0.38,0.3582,256.0,456.0,712.0
15181,15182,2012-09-29,winter,1,9,18,0,Saturday,No,Clear,0.56,0.5303,0.46,0.19399999999999998,174.0,420.0,594.0
15182,15183,2012-09-29,winter,1,9,19,0,Saturday,No,Clear,0.52,0.5,,0.1642,119.0,351.0,470.0
15183,15184,2012-09-29,winter,1,9,20,0,Saturday,No,Clear,,0.5,,0.19399999999999998,88.0,227.0,
15184,15185,2012-09-29,winter,1,9,21,0,Saturday,No,Clear,0.52,0.5,0.55,0.1343,73.0,219.0,292.0
15185,15186,2012-09-29,winter,1,9,22,0,Saturday,No,Clear,0.5,0.4848,0.63,0.1045,48.0,173.0,221.0
15186,15187,2012-09-29,winter,1,9,23,0,Saturday,No,,0.5,0.4848,0.59,,35.0,,
15187,15188,2012-09-30,winter,1,9,0,0,Sunday,No,Clear,0.5,,,0.0,35.0,112.0,
15188,15189,2012-09-30,winter,1,9,1,0,Sunday,No,Clear,0.5,0.4848,0.59,0.0,31.0,85.0,116.0
15189,15190,2012-09-30,winter,1,9,2,0,Sunday,No,Clear,,0.4697,0.63,0.0,21.0,71.0,92.0
15190,15191,2012-09-30,winter,1,9,3,0,Sunday,No,Clear,,0.4545,,0.0896,17.0,41.0,58.0
15191,15192,2012-09-30,winter,1,9,4,0,Sunday,No,Clear,,0.4545,0.67,0.0896,1.0,6.0,7.0
15192,15193,2012-09-30,winter,1,9,5,0,Sunday,No,Clear,0.44,0.4394,0.72,0.0,1.0,9.0,10.0
15193,15194,2012-09-30,winter,1,9,6,0,Sunday,No,Clear,0.44,0.4394,,0.0896,2.0,20.0,22.0
15194,15195,2012-09-30,winter,1,9,7,0,Sunday,No,Clear,,0.4394,0.77,0.0,14.0,43.0,57.0
15195,15196,2012-09-30,winter,1,9,8,0,Sunday,No,Clear,0.48,0.4697,0.67,0.1045,18.0,126.0,144.0
15196,15197,2012-09-30,winter,1,9,9,0,Sunday,No,Clear,0.52,0.5,0.63,0.1045,74.0,211.0,285.0
15197,15198,2012-09-30,winter,1,9,10,0,Sunday,No,Clear,0.58,0.5455,0.46,0.1642,160.0,319.0,479.0
15198,15199,2012-09-30,winter,1,9,11,0,Sunday,No,Clear,0.6,0.6212,0.43,0.2239,222.0,369.0,591.0
15199,15200,2012-09-30,winter,1,9,12,0,Sunday,No,Clear,0.62,0.6212,0.41,0.2985,206.0,474.0,680.0
15200,15201,2012-09-30,winter,1,9,13,0,Sunday,No,Clear,0.62,0.6212,0.41,0.2537,180.0,414.0,594.0
15201,15202,2012-09-30,winter,1,9,14,0,Sunday,No,Clear,,0.6212,0.41,0.2537,208.0,404.0,612.0
15202,15203,2012-09-30,winter,1,9,15,0,Sunday,No,Clear,0.64,0.6212,0.36,0.2537,230.0,419.0,649.0
15203,15204,2012-09-30,winter,1,9,16,0,Sunday,No,Clear,0.64,0.6212,0.36,0.2239,202.0,446.0,648.0
15204,15205,2012-09-30,winter,1,9,17,0,Sunday,No,Clear,0.62,0.6212,0.35,,195.0,380.0,575.0
15205,15206,2012-09-30,winter,1,9,18,0,Sunday,No,Clear,0.52,,0.59,0.4478,91.0,310.0,401.0
15206,15207,2012-09-30,winter,1,9,19,0,Sunday,No,Rainy,0.5,0.4848,0.72,0.1343,34.0,223.0,257.0
15207,15208,2012-09-30,winter,1,9,20,0,Sunday,No,Rainy,0.5,0.4848,0.72,0.1343,31.0,163.0,194.0
15208,15209,2012-09-30,winter,1,9,21,0,Sunday,No,Clear,0.5,,0.68,0.0,19.0,104.0,123.0
15209,15210,2012-09-30,winter,1,9,22,0,Sunday,No,Clear,,0.4697,0.72,0.0,15.0,76.0,91.0
15210,15211,2012-09-30,winter,1,9,23,0,Sunday,No,,0.48,0.4697,0.72,0.0896,8.0,49.0,57.0
15211,15212,2012-10-01,winter,1,10,0,0,Monday,Yes,Clear,0.46,0.4545,0.72,,6.0,39.0,45.0
15212,15213,2012-10-01,winter,1,10,1,0,Monday,Yes,Clear,,0.4394,0.77,,5.0,13.0,18.0
15213,15214,2012-10-01,winter,1,10,2,0,Monday,Yes,Clear,0.46,0.4545,0.72,,6.0,6.0,12.0
15214,15215,2012-10-01,winter,1,10,3,0,Monday,Yes,Clear,0.44,0.4394,0.77,,1.0,6.0,7.0
15215,15216,2012-10-01,winter,1,10,4,0,Monday,Yes,Clear,0.42,0.4242,0.82,0.1045,0.0,,10.0
15216,15217,2012-10-01,winter,1,10,5,0,Monday,Yes,Clear,0.44,0.4394,0.77,0.0,,34.0,36.0
15217,15218,2012-10-01,winter,1,10,6,0,Monday,Yes,Clear,0.44,0.4394,0.77,,8.0,147.0,155.0
15218,15219,2012-10-01,winter,1,10,7,0,Monday,Yes,Clear,0.44,0.4394,0.77,0.1642,13.0,,483.0
15219,15220,2012-10-01,winter,1,10,8,0,Monday,Yes,Cloudy,0.46,0.4545,0.77,0.1045,40.0,744.0,784.0
15220,15221,2012-10-01,winter,1,10,9,0,Monday,Yes,,0.52,0.5,0.63,0.0,26.0,314.0,340.0
15221,15222,2012-10-01,winter,1,10,10,0,Monday,Yes,Clear,,0.5152,0.56,0.0,44.0,135.0,
15222,15223,2012-10-01,winter,1,10,11,0,Monday,Yes,Clear,0.58,0.5455,0.46,0.0,76.0,196.0,272.0
15223,15224,2012-10-01,winter,1,10,12,0,Monday,Yes,Cloudy,0.6,0.6212,0.43,0.1642,,262.0,323.0
15224,15225,2012-10-01,winter,1,10,13,0,Monday,Yes,Cloudy,0.6,0.6212,0.43,0.1642,80.0,225.0,305.0
15225,15226,2012-10-01,winter,1,10,14,0,Monday,Yes,Cloudy,0.6,0.6212,0.43,,51.0,193.0,244.0
15226,15227,2012-10-01,winter,1,10,15,0,Monday,Yes,Cloudy,0.62,0.6212,0.43,0.1343,95.0,234.0,
15227,15228,2012-10-01,winter,1,10,16,0,Monday,Yes,Cloudy,0.62,0.6212,0.46,0.2537,51.0,408.0,459.0
15228,15229,2012-10-01,winter,1,10,17,0,Monday,Yes,Rainy,0.56,0.5303,0.6,0.2537,65.0,791.0,856.0
15229,15230,2012-10-01,winter,1,10,18,0,Monday,Yes,Rainy,0.56,0.5303,,0.1045,42.0,571.0,613.0
15230,15231,2012-10-01,winter,1,10,19,0,Monday,Yes,Cloudy,0.54,0.5152,,0.1045,33.0,483.0,516.0
15231,15232,2012-10-01,winter,1,10,20,0,Monday,Yes,Rainy,0.54,0.5152,0.68,0.0,,,262.0
15232,15233,2012-10-01,winter,1,10,21,0,Monday,Yes,,0.54,0.5152,0.73,0.1343,13.0,205.0,218.0
15233,15234,2012-10-01,winter,1,10,22,0,Monday,Yes,Rainy,0.54,0.5152,0.77,,17.0,190.0,207.0
15234,15235,2012-10-01,winter,1,10,23,0,Monday,Yes,Rainy,0.54,0.5152,0.77,,17.0,88.0,105.0
15235,15236,2012-10-02,winter,1,10,0,0,Tuesday,Yes,Cloudy,0.56,0.5303,,0.0,1.0,30.0,31.0
15236,15237,2012-10-02,winter,1,10,1,0,Tuesday,Yes,Cloudy,0.54,0.5152,0.77,0.1045,0.0,11.0,11.0
15237,15238,2012-10-02,winter,1,10,2,0,Tuesday,Yes,Cloudy,,0.5152,0.77,0.1045,0.0,2.0,2.0
15238,15239,2012-10-02,winter,1,10,3,0,Tuesday,Yes,Cloudy,0.54,0.5152,0.88,0.19399999999999998,1.0,4.0,5.0
15239,15240,2012-10-02,winter,1,10,4,0,Tuesday,Yes,Cloudy,0.56,0.5303,,0.0896,2.0,8.0,10.0
15240,15241,2012-10-02,winter,1,10,5,0,Tuesday,Yes,,,0.5303,0.83,0.1343,1.0,,43.0
15241,15242,2012-10-02,winter,1,10,6,0,Tuesday,Yes,Rainy,0.58,0.5455,,0.1045,3.0,,179.0
15242,15243,2012-10-02,winter,1,10,7,0,Tuesday,Yes,Rainy,,0.5455,0.83,0.1045,4.0,256.0,260.0
15243,15244,2012-10-02,winter,1,10,8,0,Tuesday,Yes,Rainy,0.6,0.5455,0.88,0.0,6.0,128.0,134.0
15244,15245,2012-10-02,winter,1,10,9,0,Tuesday,Yes,Rainy,0.58,0.5455,0.88,0.1343,3.0,83.0,86.0
15245,15246,2012-10-02,winter,1,10,10,0,Tuesday,Yes,Rainy,0.58,0.5455,0.88,0.1343,3.0,42.0,45.0
15246,15247,2012-10-02,winter,1,10,11,0,Tuesday,Yes,Rainy,0.58,0.5455,0.94,0.1343,7.0,92.0,99.0
15247,15248,2012-10-02,winter,1,10,12,0,Tuesday,Yes,Cloudy,0.6,0.5455,0.88,0.19399999999999998,6.0,98.0,104.0
15248,15249,2012-10-02,winter,1,10,13,0,Tuesday,Yes,Cloudy,0.6,0.5455,0.88,,6.0,148.0,
15249,15250,2012-10-02,winter,1,10,14,0,Tuesday,Yes,Rainy,0.6,0.5455,,0.1343,16.0,147.0,163.0
15250,15251,2012-10-02,winter,1,10,15,0,Tuesday,Yes,Rainy,0.62,0.5758,0.83,0.1343,14.0,195.0,209.0
15251,15252,2012-10-02,winter,1,10,16,0,Tuesday,Yes,Rainy,0.62,0.5606,0.88,0.1343,46.0,328.0,374.0
15252,15253,2012-10-02,winter,1,10,17,0,Tuesday,Yes,,0.62,0.5606,0.88,0.1045,38.0,677.0,715.0
15253,15254,2012-10-02,winter,1,10,18,0,Tuesday,Yes,Rainy,0.62,,0.94,0.0896,48.0,639.0,687.0
15254,15255,2012-10-02,winter,1,10,19,0,Tuesday,Yes,Rainy,0.62,0.5455,0.94,0.0,27.0,368.0,395.0
15255,15256,2012-10-02,winter,1,10,20,0,Tuesday,Yes,Rainy,0.62,0.5455,0.94,0.1343,20.0,286.0,306.0
15256,15257,2012-10-02,winter,1,10,21,0,Tuesday,Yes,Rainy,,0.5455,0.94,0.1045,24.0,265.0,289.0
15257,15258,2012-10-02,winter,1,10,22,0,Tuesday,Yes,Cloudy,0.62,0.5455,0.94,0.1045,28.0,212.0,240.0
15258,15259,2012-10-02,winter,1,10,23,0,Tuesday,Yes,Cloudy,0.62,,0.94,0.0,11.0,87.0,98.0
15259,15260,2012-10-03,winter,1,10,0,0,Wednesday,Yes,Rainy,0.62,,,0.0,5.0,47.0,52.0
15260,15261,2012-10-03,winter,1,10,1,0,Wednesday,Yes,Cloudy,0.62,0.5455,0.94,0.0,3.0,16.0,19.0
15261,15262,2012-10-03,winter,1,10,2,0,Wednesday,Yes,Cloudy,0.62,0.5455,0.94,0.0,2.0,7.0,9.0
15262,15263,2012-10-03,winter,1,10,3,0,Wednesday,Yes,Cloudy,0.6,0.5152,0.94,0.0,0.0,7.0,
15263,15264,2012-10-03,winter,1,10,4,0,Wednesday,Yes,Cloudy,0.6,0.5,1.0,0.0,2.0,9.0,11.0
15264,15265,2012-10-03,winter,1,10,5,0,Wednesday,Yes,Cloudy,0.62,0.5455,0.94,0.1045,2.0,32.0,34.0
15265,15266,2012-10-03,winter,1,10,6,0,Wednesday,Yes,Cloudy,0.6,0.5152,0.94,0.1343,4.0,173.0,177.0
15266,15267,2012-10-03,winter,1,10,7,0,Wednesday,Yes,Cloudy,0.6,0.5152,0.94,0.19399999999999998,11.0,,515.0
15267,15268,2012-10-03,winter,1,10,8,0,Wednesday,Yes,Cloudy,0.62,,0.88,0.1045,28.0,781.0,809.0
15268,15269,2012-10-03,winter,1,10,9,0,Wednesday,Yes,Cloudy,0.62,,0.83,,30.0,332.0,362.0
15269,15270,2012-10-03,winter,1,10,10,0,Wednesday,Yes,Clear,,0.6061,0.78,0.1642,29.0,146.0,175.0
15270,15271,2012-10-03,winter,1,10,11,0,Wednesday,Yes,Clear,0.66,0.6061,0.78,0.1642,52.0,178.0,230.0
15271,15272,2012-10-03,winter,1,10,12,0,Wednesday,Yes,Cloudy,0.7,0.6515,0.7,0.1045,69.0,289.0,358.0
15272,15273,2012-10-03,winter,1,10,13,0,Wednesday,Yes,Cloudy,0.7,0.6667,0.74,0.1045,55.0,,279.0
15273,15274,2012-10-03,winter,1,10,14,0,Wednesday,Yes,Cloudy,0.72,0.6818,0.7,0.1642,56.0,195.0,251.0
15274,15275,2012-10-03,winter,1,10,15,0,Wednesday,Yes,Cloudy,0.72,0.6818,,,59.0,260.0,319.0
15275,15276,2012-10-03,winter,1,10,16,0,Wednesday,Yes,Cloudy,0.72,0.6667,0.58,0.0,42.0,436.0,478.0
15276,15277,2012-10-03,winter,1,10,17,0,Wednesday,Yes,Clear,0.7,0.6515,0.65,0.0,,833.0,917.0
15277,15278,2012-10-03,winter,1,10,18,0,Wednesday,Yes,Clear,0.7,0.6515,0.65,0.0,54.0,756.0,810.0
15278,15279,2012-10-03,winter,1,10,19,0,Wednesday,Yes,,0.7,0.6515,0.65,0.0,49.0,544.0,593.0
15279,15280,2012-10-03,winter,1,10,20,0,Wednesday,Yes,Clear,0.7,0.6515,0.65,0.0,48.0,449.0,497.0
15280,15281,2012-10-03,winter,1,10,21,0,Wednesday,Yes,Cloudy,0.66,0.6212,0.74,0.0,14.0,195.0,209.0
15281,15282,2012-10-03,winter,1,10,22,0,Wednesday,Yes,Clear,0.66,,0.74,0.0,9.0,,241.0
15282,15283,2012-10-03,winter,1,10,23,0,Wednesday,Yes,Cloudy,0.66,0.6061,,0.0,21.0,199.0,220.0
15283,15284,2012-10-04,winter,1,10,0,0,Thursday,Yes,Rainy,0.64,0.5758,0.89,0.0,11.0,,76.0
15284,15285,2012-10-04,winter,1,10,1,0,Thursday,Yes,Cloudy,0.62,0.5455,0.94,0.0,2.0,23.0,
15285,15286,2012-10-04,winter,1,10,2,0,Thursday,Yes,Clear,,0.5758,,0.0,3.0,10.0,13.0
15286,15287,2012-10-04,winter,1,10,3,0,Thursday,Yes,Cloudy,0.62,0.5606,0.88,0.0,5.0,6.0,11.0
15287,15288,2012-10-04,winter,1,10,4,0,Thursday,Yes,Cloudy,0.64,,,0.0,0.0,10.0,10.0
15288,15289,2012-10-04,winter,1,10,5,0,Thursday,Yes,Rainy,0.64,0.5758,0.89,0.1045,2.0,37.0,39.0
15289,15290,2012-10-04,winter,1,10,6,0,Thursday,Yes,Rainy,0.62,0.5455,0.94,0.0896,1.0,132.0,133.0
15290,15291,2012-10-04,winter,1,10,7,0,Thursday,Yes,Cloudy,0.64,0.5758,0.89,0.0896,12.0,379.0,391.0
15291,15292,2012-10-04,winter,1,10,8,0,Thursday,Yes,Clear,0.64,0.5758,0.89,0.0,27.0,711.0,738.0
15292,15293,2012-10-04,winter,1,10,9,0,Thursday,Yes,Cloudy,0.64,0.5758,0.89,,40.0,319.0,359.0
15293,15294,2012-10-04,winter,1,10,10,0,Thursday,Yes,Cloudy,0.66,,0.83,0.1343,27.0,150.0,177.0
15294,15295,2012-10-04,winter,1,10,11,0,Thursday,Yes,Cloudy,0.7,0.6515,0.7,0.1045,38.0,,214.0
15295,15296,2012-10-04,winter,1,10,12,0,Thursday,Yes,,0.72,0.6667,0.54,0.19399999999999998,,231.0,288.0
15296,15297,2012-10-04,winter,1,10,13,0,Thursday,Yes,Cloudy,0.72,,0.58,0.3284,63.0,231.0,294.0
15297,15298,2012-10-04,winter,1,10,14,0,Thursday,Yes,Clear,0.7,0.6515,0.61,0.2537,56.0,,267.0
15298,15299,2012-10-04,winter,1,10,15,0,Thursday,Yes,Clear,0.72,,0.54,0.2836,77.0,248.0,325.0
15299,15300,2012-10-04,winter,1,10,16,0,Thursday,Yes,Clear,,,0.54,0.2836,86.0,411.0,497.0
15300,15301,2012-10-04,winter,1,10,17,0,Thursday,Yes,Clear,0.7,0.6515,0.51,0.2239,112.0,,
15301,15302,2012-10-04,winter,1,10,18,0,Thursday,Yes,Clear,0.66,0.6212,0.57,0.1045,75.0,812.0,887.0
15302,15303,2012-10-04,winter,1,10,19,0,Thursday,Yes,Clear,,0.6212,0.57,0.1045,67.0,467.0,534.0
15303,15304,2012-10-04,winter,1,10,20,0,Thursday,Yes,Clear,0.64,0.6061,0.65,0.1045,50.0,391.0,441.0
15304,15305,2012-10-04,winter,1,10,21,0,Thursday,Yes,Clear,0.62,0.6061,0.69,,33.0,288.0,321.0
15305,15306,2012-10-04,winter,1,10,22,0,Thursday,Yes,Clear,0.64,0.6212,0.47,0.1343,29.0,203.0,232.0
15306,15307,2012-10-04,winter,1,10,23,0,Thursday,Yes,Clear,0.6,0.6212,0.56,0.0896,18.0,137.0,155.0
15307,15308,2012-10-05,winter,1,10,0,0,Friday,Yes,Clear,0.56,0.5303,0.73,0.0,16.0,86.0,102.0
15308,15309,2012-10-05,winter,1,10,1,0,Friday,Yes,Clear,0.54,0.5152,0.68,0.1045,3.0,43.0,46.0
15309,15310,2012-10-05,winter,1,10,2,0,Friday,Yes,Clear,0.54,0.5152,0.73,0.0896,1.0,10.0,11.0
15310,15311,2012-10-05,winter,1,10,3,0,Friday,Yes,Clear,0.54,0.5152,0.73,0.0,,11.0,16.0
15311,15312,2012-10-05,winter,1,10,4,0,Friday,Yes,Clear,0.54,0.5152,0.77,0.0,0.0,11.0,11.0
15312,15313,2012-10-05,winter,1,10,5,0,Friday,Yes,Clear,0.52,0.5,0.77,0.0,0.0,41.0,41.0
15313,15314,2012-10-05,winter,1,10,6,0,Friday,Yes,Clear,0.52,0.5,0.83,0.0,4.0,133.0,137.0
15314,15315,2012-10-05,winter,1,10,7,0,Friday,Yes,Clear,0.52,0.5,0.83,0.1045,11.0,417.0,428.0
15315,15316,2012-10-05,winter,1,10,8,0,Friday,Yes,Clear,0.58,0.5455,0.64,0.0,36.0,749.0,785.0
15316,15317,2012-10-05,winter,1,10,9,0,Friday,Yes,Clear,0.6,0.6061,,0.0896,58.0,,384.0
15317,15318,2012-10-05,winter,1,10,10,0,Friday,Yes,Clear,0.66,0.6212,0.54,,68.0,192.0,260.0
15318,15319,2012-10-05,winter,1,10,11,0,Friday,Yes,Clear,0.7,,0.48,0.19399999999999998,90.0,214.0,304.0
15319,15320,2012-10-05,winter,1,10,12,0,Friday,Yes,Clear,0.72,0.6515,0.42,0.1642,161.0,307.0,468.0
15320,15321,2012-10-05,winter,1,10,13,0,Friday,Yes,Clear,0.7,,0.48,0.0,117.0,307.0,424.0
15321,15322,2012-10-05,winter,1,10,14,0,Friday,Yes,Clear,0.74,0.6515,,0.2239,113.0,287.0,400.0
15322,15323,2012-10-05,winter,1,10,15,0,Friday,Yes,Clear,0.72,0.6515,0.39,0.2537,150.0,320.0,470.0
15323,15324,2012-10-05,winter,1,10,16,0,Friday,Yes,Clear,0.72,0.6515,0.37,0.0,153.0,481.0,634.0
15324,15325,2012-10-05,winter,1,10,17,0,Friday,Yes,Clear,0.7,0.6364,0.42,0.1642,158.0,742.0,900.0
15325,15326,2012-10-05,winter,1,10,18,0,Friday,Yes,Clear,0.64,0.6212,0.57,0.1343,106.0,655.0,761.0
15326,15327,2012-10-05,winter,1,10,19,0,Friday,Yes,Clear,0.62,,0.73,0.1642,67.0,433.0,500.0
15327,15328,2012-10-05,winter,1,10,20,0,Friday,Yes,Clear,0.6,0.5758,0.78,0.1343,66.0,306.0,372.0
15328,15329,2012-10-05,winter,1,10,21,0,Friday,Yes,Clear,0.6,,0.69,,47.0,220.0,267.0
15329,15330,2012-10-05,winter,1,10,22,0,Friday,Yes,Clear,0.6,0.5909,0.73,0.2836,63.0,201.0,264.0
15330,15331,2012-10-05,winter,1,10,23,0,Friday,Yes,Clear,0.58,0.5455,0.78,0.2239,,148.0,171.0
15331,15332,2012-10-06,winter,1,10,0,0,Saturday,No,Clear,0.56,0.5303,0.83,0.1642,37.0,154.0,
15332,15333,2012-10-06,winter,1,10,1,0,Saturday,No,Clear,0.56,0.5303,0.83,0.2537,25.0,116.0,141.0
15333,15334,2012-10-06,winter,1,10,2,0,Saturday,No,Clear,0.56,0.5303,0.78,0.19399999999999998,13.0,62.0,75.0
15334,15335,2012-10-06,winter,1,10,3,0,Saturday,No,Clear,0.54,0.5152,0.77,0.2239,2.0,54.0,56.0
